City,PM2_5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
Jaipur,28.2,58.37,7.1,35.56,38.02,25.95,0.72,7.4,53.34,1.59,3.87,0.82,91.0
Jorapokhar,217.13,57.897586206896555,5.144137931034482,6.456896551724138,23.85,6.75,0.2533333333333333,20.711379310344828,30.731111111111108,1.01,2.76,0.82,96.096
Ahmedabad,137.0055,141.54,63.92605633802817,17.995887323943663,29.441499999999998,16.645,63.92605633802817,64.99329577464789,28.945,0.0,0.0,0.0,271.66275659824043
Lucknow,166.67,97.965,42.64,58.31,62.44,64.43,1.43,9.36,31.61,0.3,0.46,0.82,313.0
Other Cities,18.36,26.11,1.33,3.53,1.28,3.63,0.31,5.85,33.5,0.12,0.55,2.18,40.0
Lucknow,81.75,97.965,6.17,30.08,20.42,37.24,0.85,5.15,30.17,0.3,0.27,0.82,177.0
Gurugram,94.36909090909091,395.4,10.312,19.2,12.64,39.69,1.02,19.44,13.55,0.86,8.63,10.64,205.35714285714286
Visakhapatnam,31.25,113.8,1.96,39.24,22.04,11.4,1.1,6.23,15.2,5.09,10.48,2.66,104.0
Visakhapatnam,33.39,102.52,2.81,45.59,26.38,11.74,0.45,15.11,22.69,4.95,13.76,3.88,90.0
Bengaluru,18.94,79.08,10.67,31.69,27.45,40.19,1.02,4.68,26.92,0.53,1.22,0.82,64.0
Gurugram,21.79,395.4,3.44,7.04,4.97,39.69,0.46,2.25,19.670526315789473,0.86,8.63,10.64,54.0
Amritsar,34.09,105.54,16.42313725490196,17.85,14.823921568627451,9.03,0.26,4.15,26.22862745098039,1.9468627450980391,3.238235294117647,2.824705882352941,110.0
Patna,66.21,123.68,50.88,42.59,90.8,21.29,0.84,11.35,16.42,0.46,5.48,1.53,171.0
Ahmedabad,123.23567647058823,141.54,83.83760563380282,19.836788732394368,32.54085294117647,16.645,83.83760563380282,64.57092957746478,26.807941176470585,0.0,0.0,0.0,240.13196480938416
Delhi,249.87,353.94,37.13,50.24,57.35,62.14,1.71,8.52,23.62,5.96,30.95,0.61,441.0
Gurugram,70.45,395.4,2.17,6.92,4.93,39.69,0.39,3.5,34.68,0.86,8.63,10.64,103.0
Gurugram,308.48,395.4,5.9,14.46,21.163067484662577,39.69,0.41,3.54,41.76,0.03,3.0,10.64,395.0
Hyderabad,37.62,92.55,3.72,24.68,16.07,11.42,0.63,6.35,50.74,1.76,8.55,1.35,92.0
Jaipur,63.49,196.27,11.96,27.59,37.31,17.05,0.61,10.01,75.28,0.98,3.07,0.82,153.0
Jaipur,84.69,159.86,17.52,18.37,46.95,38.1,0.01,10.02,51.67,1.73,2.1,0.82,189.0
Ahmedabad,55.09,141.54,15.63,33.93,28.21,16.645,15.63,57.46,19.63,15.19,32.95,1.79,376.0
Jaipur,36.51,65.54,11.442500000000003,3.215,51.05,0.63,0.82,9.33,4.17,0.0225,0.5175,0.82,85.0
Gurugram,155.83,395.4,11.35,26.91,37.11714285714285,39.69,0.0,7.57,30.26,1.09,5.55,10.64,335.0
Mumbai,25.5,58.53,123.26,8.94,19.04,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Hyderabad,54.89,98.88,8.22,8.015,14.995,9.463333333333333,0.83,5.46,55.67,1.2,6.32,1.37,98.0
Chennai,67.49,48.55,7.21,19.92,21.91,181.86,0.72,3.1,24.3,14.995000000000001,14.261016949152545,0.82,136.0
Hyderabad,19.92,63.66,9.38,14.34,7.62,5.56,0.23,5.16,35.74,0.62,5.07,1.69,71.0
Bengaluru,29.84,76.26,14.04,38.83,39.47,26.39,0.99,8.27,21.83,0.43,2.93,0.82,88.0
Patna,66.36,158.08,28.98,11.13,40.11,49.8,1.44,19.03,22.79,0.19,0.76,0.47,155.0
Gurugram,93.9,208.18139130434784,73.61,26.56,70.92,39.69,0.6,8.45,22.57,3.49,4.566387832699619,10.64,152.0
Gurugram,137.01,395.4,6.63,9.88,19.102791411042944,39.69,0.72,6.62,3.72,3.52,35.18,10.64,302.0
Amritsar,14.82,31.86,10.62,4.83,7.46,6.71,0.13,3.45,27.37,0.93,0.63,1.92,50.0
Jorapokhar,217.13,39.51,7.14,9.02,23.85,6.75,0.33,15.69,20.62412698412698,1.01,2.76,0.82,88.504
Thiruvananthapuram,44.96,68.21,9.26,26.83,30.14,11.39,1.01,6.61,47.92,1.01,2.76,0.82,92.0
Delhi,41.32,126.33,29.5,35.14,139.85,23.1,1.08,10.8,41.27,1.41,5.16,3.0028455284552846,181.0
Bengaluru,55.62,123.38,21.63,40.91,46.62,17.78,1.03,5.37,46.15,1.43,4.62,0.82,136.0
Bengaluru,21.87,33.81,3.17,14.46,13.05,57.27623931623931,0.92,2.34,37.55,0.03,0.69,0.82,69.0
Other Cities,75.71,145.18,8.62,25.21,33.81,9.13,4.1,9.56,13.63,0.06,2.1,0.1,160.0
Patna,98.17,158.08,5.89,3.15,9.04,49.8,1.1,6.33,37.08,0.17,0.7,0.34,230.0
Jorapokhar,217.13,46.7,6.47,6.245,23.85,6.6000000000000005,0.0,116.525,45.32,1.01,2.76,0.82,120.15384615384616
Delhi,285.83,450.72,114.59,111.19,202.98,78.01,2.54,27.94,157.74,11.99,36.72,0.0,505.0
Chennai,29.34,48.55,12.69,33.17,24.85,73.01,0.82,4.86,15.65,2.85,9.53,0.82,62.0
Delhi,70.25,204.19,29.03,47.54,53.99,34.96,1.21,21.51,48.59,3.28,32.83,0.84,196.0
Visakhapatnam,41.58,69.57,7.2,35.0,23.77,3.33,0.79,20.54,43.45,2.15,5.82,1.23,81.0
Mumbai,25.5,58.53,123.26,8.94,27.33,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Thiruvananthapuram,10.8,28.79,1.82,5.63,4.46,2.97,1.01,4.2,7.71,1.01,2.76,0.82,66.0
Other Cities,108.11,166.64,3.74,31.44,35.18,24.86,1.09,78.88,31.63,5.16,0.75,0.12774193548387097,215.0
Gurugram,38.02,117.61,8.27,6.77,14.31,39.69,0.43,70.4,27.8,1.99,6.0,10.64,51.0
Jorapokhar,57.3,51.6,8.74,9.14,23.85,6.29,1.138095238095238,4.06,5.82,1.01,2.76,0.82,57.5
Jaipur,52.82,76.36,6.0,6.86,51.05,16.31,0.8,8.95,1.21,0.0,0.21,0.82,78.0
Delhi,217.05,362.08,27.18,66.89,84.08,44.74,1.32,16.09,103.53,8.15,15.77,0.0,401.0
Lucknow,113.28,97.965,14.98,48.87,41.70842105263157,8.91,1.79,6.38,67.65,1.97,7.95,0.82,226.0
Gurugram,171.14,149.34591304347825,8.46,19.98,21.61,39.69,1.93,9.36,57.77,0.4,4.789049429657794,10.64,324.0
Chennai,60.53,48.55,7.45,11.26,17.92,13.53,1.12,6.89,65.54,0.05,1.08,0.82,143.0
Gurugram,46.61,100.63,5.54,11.76,17.13,39.69,0.64,77.57,29.39,2.01,6.01,10.64,85.0
Hyderabad,56.93,97.74,3.6,1.18,2.04,11.93,0.96,10.7,29.23,1.35,7.32,1.0,120.0
Ahmedabad,107.26,141.54,26.76,94.48,37.38,16.645,26.76,90.9,48.62,3.87,21.26,7.16,487.0
Patna,51.91,158.08,6.71,21.72,9.69,49.8,1.03,43.66,87.4,1.35,7.44,6.06,120.0
Ahmedabad,39.15,141.54,7.05,1.9,8.95,16.645,7.05,1.4,15.0,0.0,0.0,0.0,796.375
Lucknow,146.52,97.965,12.04,47.99,34.34,34.77,1.2,8.94,30.68,0.03,0.28,0.82,310.0
Amritsar,59.59,144.61,17.56,11.48,27.13,12.19,0.74,11.15,50.25,2.0,2.07,2.0,128.0
Bengaluru,30.65,70.46,13.88,29.78,24.83,21.85,1.49,6.5,51.91,145.715,1.53,0.82,91.0
Gurugram,112.11,395.4,2.27,21.3,24.136,39.69,1.01,5.22,31.03,0.04,4.45,10.64,238.0
Delhi,28.51,61.06,9.91,17.18,17.72,22.22,0.6,10.84,39.47,0.91,7.85,0.97,78.0
Mumbai,25.5,58.53,123.26,8.94,19.1,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Delhi,28.6,78.83,8.46,31.31,33.5,23.44,2.59,7.97,43.07,1.45,6.72,0.0,93.0
Ahmedabad,56.75,141.54,28.82,59.07,49.74,16.645,28.82,126.12,4.84,5.84,29.82,0.65,465.0
Hyderabad,24.88,93.0,10.23,11.33,21.41,24.94,0.75,8.43,20.85,0.40153153153153154,1.3391891891891894,10.255405405405407,95.0
Delhi,38.97,85.89,19.43,41.41,132.19,36.49,2.73,20.43,44.49,5.82,16.67,2.916666666666667,165.0
Patna,75.71,158.08,12.6,74.34,27.34,49.8,0.99,39.56,85.9,5.23,59.4,22.35,135.0
Jorapokhar,73.78,145.37,10.25,10.39,23.85,6.39,0.0,65.88,28.75,1.01,2.76,0.82,110.0
Hyderabad,53.87,118.33,7.18,15.98,21.66,11.98,0.59,8.37,40.12,1.08,6.41,1.1,114.0
Gurugram,252.46,395.4,7.89,10.14,18.39021472392638,39.69,1.2771739130434783,12.73,15.31,2.11,21.05,10.64,421.0
Bengaluru,34.68,85.16,12.3,39.38,43.73,13.59,1.27,7.3,43.88,0.52,2.73,0.82,106.0
Mumbai,25.44,91.8,33.4,26.19,59.59,7.21,1.7,11.93,37.93,0.84,1.44,0.45,100.0
Chennai,173.51,48.55,11.9,16.7,17.47,81.78,0.76,7.36,37.13,11.571052631578947,4.080000000000001,0.82,333.0
Mumbai,15.09,29.91,26.82,21.0,46.26,21.13,1.19,11.06,8.69,4.25,1.44,0.45,86.0
Patna,103.19,158.08,21.81,16.93,17.61,49.8,2.0,24.95,56.73,3.43,30.44,16.14,275.0
Thiruvananthapuram,53.08,71.91,1.87,15.32,9.51,7.09,1.59,4.72,69.77,1.01,2.76,0.82,157.0
Ahmedabad,88.79,125.19,15.2,54.23,37.8,16.645,15.2,56.67,45.39,1.82,31.52,1.04,483.0
Mumbai,11.64,55.6,17.38,9.91,26.09,10.25,0.33,9.73,14.62,0.97,1.44,0.45,58.0
Visakhapatnam,38.46,101.61,17.9,28.05,29.47,6.47,0.45,1.31,40.03,4.26,11.1,3.97,114.0
Gurugram,110.19,196.54,9.56,55.87,32.21,39.69,0.8,5.18,33.5,2.77,4.533916349809886,10.64,245.0
Amritsar,52.6,85.3,10.05,14.9,24.95,9.26,0.76,15.67423076923077,20.49,5.26,2.16,12.59,89.0
Ahmedabad,73.98,141.54,43.21,64.62,40.71,16.645,43.21,28.52,48.02,4.1,32.34,6.99,730.0
Delhi,166.19,283.93,47.91,56.7,79.73,124.64,10.81,6.94,43.25,6.98,20.55,3.08,340.0
Delhi,75.14,199.8,15.98,37.97,46.42,37.86,1.01,14.13,68.76,2.97,3.11,0.0,217.0
Visakhapatnam,54.65,102.77,3.13,27.04,16.93,13.21,0.95,9.6,69.69,3.69,6.96,1.1,100.0
Mumbai,82.73,150.62,23.16,46.79,68.58,20.61,1.22,13.51,37.99,7.25,1.44,0.45,171.0
Gurugram,65.68,395.4,2.55,6.53,4.98,39.69,0.34,1.85,43.84,0.86,8.63,10.64,140.56521739130434
Patna,189.19,158.08,83.16,32.71,115.88,49.8,1.98,8.13,11.44,0.44,1.39,1.18,362.0
Other Cities,49.13,108.26,17.01,1.5,9.14,26.44,1.72,34.42,27.45,0.0,0.0,4.47,122.0
Delhi,36.7,76.04,19.04,25.24,30.33,38.57,1.02,9.47,31.12,1.55,23.23,0.58,108.0
Bengaluru,15.54,31.980000000000004,5.6466666666666665,20.15,12.923333333333334,34.79666666666667,4.626666666666667,1.8533333333333333,58.83666666666667,1.0566666666666666,2.19,0.82,31.0
Jaipur,56.53,120.91,13.73,56.95,59.62,14.39,1.26,10.2,48.12,1.25,2.02,0.82,139.0
Mumbai,25.5,58.53,123.26,8.94,10.81,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Bengaluru,71.66,119.7,7.78,30.65,30.14,21.13,0.83,5.65,58.03,0.8,1.79,0.82,124.0
Patna,31.17,92.89,65.96,20.4,51.46,13.06,1.32,9.71,31.94,0.36,3.48,0.29,130.0
Hyderabad,28.39,73.3,8.82,29.68,25.85,27.59,0.79,4.71,31.52,0.32,2.11,0.38,92.0
Thiruvananthapuram,7.98,22.64,0.84,3.03,6.66,1.66,0.63,1.57,26.12,1.01,2.76,0.82,45.0
Delhi,147.83,195.47,41.91,30.0,15.25,44.61,0.33,14.31,37.15,0.89,3.62,0.09,317.0
Jaipur,34.05,75.55,14.66,24.24,34.79,18.11,0.71,11.25,18.1,0.6,9.18,0.82,68.0
Delhi,63.62,123.44,29.86,41.23,50.12,33.46,1.2,13.38,32.03,2.8,23.92,1.42,104.0
Hyderabad,53.02,108.18,2.68,35.56,20.92,19.08,0.79,6.94,57.23,1.05,4.32,1.13,124.0
Hyderabad,63.3,161.94,7.64,38.86,9.94,25.67,0.24,15.45,38.61,0.14,1.65,0.41,166.0
Other Cities,18.04,20.53,1.04,74.56,75.59,46.36,0.69,6.98,17.59,0.0,0.01,0.0,94.0
Delhi,74.45,137.61,15.4,35.26,33.47,36.32,0.79,8.71,27.73,2.52,14.04,0.07,273.0
Ahmedabad,49.88,127.47,25.05,101.3,77.98,16.645,25.05,120.8,48.48,40.9,27.42,6.04,512.0
Patna,121.5,158.08,50.94,23.53,74.48,49.8,1.18,5.66,10.04,0.29,2.11,0.68,234.0
Ahmedabad,36.47,141.54,0.98,37.13,22.38,16.645,0.98,19.01,70.5646153846154,0.0,0.0,0.0,72.0
Lucknow,32.94,97.965,1.67,13.9,4.22,8.91,2.25,8.7,39.97,1.37,1.3,0.82,119.0
Bengaluru,69.85,70.46,8.6,14.35,19.55,15.8,1.22,15.91,123.32,29.26,0.77,0.82,82.0
Hyderabad,9.92,54.86,6.54,8.48,15.03,14.67125,1.07,5.9,12.97,0.09,0.64,0.09,194.0
Gurugram,348.88,395.4,4.16,8.97,7.56,39.69,1.4,14.26,25.18,0.86,8.63,10.64,460.0
Gurugram,239.16,395.4,7.88,10.19,18.343742331288343,39.69,1.2426086956521738,8.15,4.66,3.88,38.82,10.64,387.0
Delhi,208.87,324.46,80.33,65.66,102.69,92.4,2.1,20.17,36.62,7.94,25.81,0.1,356.0
Mumbai,25.51,78.16,30.13,22.65,52.76,7.21,1.58,10.78,30.93,0.79,1.44,0.45,93.0
Gurugram,82.44,395.4,7.77,17.95,19.75340490797546,39.69,0.54,9.5,50.65,0.04,3.59,10.64,237.0
Other Cities,23.12,43.95,13.38,38.58,31.4,34.63,1.52,10.53,41.86,0.01,0.16,1.07,46.0
Visakhapatnam,43.35,66.31,4.93,33.9,22.03,9.91,0.98,5.57,57.32,3.59,7.76,1.6,98.0
Ahmedabad,59.0875,141.54,3.2424999999999997,15.219999999999999,18.2875,16.645,3.2424999999999997,29.52,39.6725,2.98,4.032500000000001,1.1925000000000001,230.2
Jorapokhar,19.18,85.11,23.91,11.56,23.85,8.99,1.8,28.86,38.12666666666667,1.01,2.76,0.82,103.0
Amritsar,26.72,486.99,20.32,12.54,29.09,12.08,0.58,10.48,36.15,1.3,1.1,8.72,478.0
Other Cities,138.79,232.22,18.41,22.44,11.55,2.27,1.72,22.85,17.19,0.0,0.1,0.1,358.0
Amritsar,16.45,33.03,10.6,9.01,18.3,7.67,0.28200000000000003,11.91,17.04,5.57,2.75,2.14,60.0
Gurugram,104.96,395.4,5.94,11.16,21.441901840490797,39.69,0.47,3.86,34.88,0.02,2.4,10.64,353.0
Mumbai,25.5,58.53,123.26,8.94,83.22,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Visakhapatnam,78.54,181.76,18.59,46.02,39.58,24.65,0.68,3.7,26.83,5.16,12.67,5.1,149.0
Mumbai,52.66,141.65,25.75,38.17,62.06,17.89,0.84,8.11,42.4,2.9,1.44,0.45,123.0
Other Cities,57.59,88.21,12.61,49.83,62.43,4.8,1.55,2.82,16.0,4.08,8.9,0.11777777777777777,99.0
Hyderabad,44.33,118.21,6.25,36.95,9.88,20.89,0.16,9.13,39.14,0.1,0.98,0.37,92.0
Lucknow,34.75,97.965,8.41,18.36,13.47447619047619,8.91,1.19,3.25,21.33,1.56,3.16,0.82,106.0
Gurugram,110.07,228.87,14.69,27.94,33.6,39.69,0.81,1.19,40.98,0.45,4.840076045627376,10.64,216.0
Jaipur,50.76,130.76,12.04,21.84,26.93,20.85,0.98,13.03,42.95,0.52,6.02,0.82,127.0
Other Cities,24.22,48.87,0.8,6.99,7.08,0.15,1.48,3.62,41.69,0.54,1.79,0.16,90.0
Chennai,56.51,48.55,5.66,15.95,12.48,92.67271844660195,0.1,5.13,54.72,0.16,0.06,0.82,125.0
Other Cities,79.14,247.47,9.73,35.33,41.27,35.75,2.43,18.4,12.23,0.0,0.01,2.74,218.0
Visakhapatnam,72.66,134.1,14.45,38.14,32.05,11.97,0.81,8.28,39.94,0.0,0.0,0.0,168.0
Visakhapatnam,30.43,76.29,9.9,33.1,25.65,5.35,0.11,7.39,23.15,4.61,11.32,1.81,64.0
Amritsar,23.96,121.53272727272727,15.77,16.56,23.64,28.38,0.0,9.33,13.83,3.8911475409836065,1.6962500000000003,0.644,41.0
Hyderabad,44.94,91.88,4.18,39.39,24.13,15.22,0.72,5.82,50.85,1.04,3.64,1.55,101.0
Visakhapatnam,16.73,76.61,5.59,25.98,18.36,12.33,0.32,8.63,10.75,3.11,6.31,1.69,76.0
Chennai,32.54,48.55,8.96,16.27,18.97,75.89,1.16,6.76,12.18,1.36,5.04,0.82,68.0
Visakhapatnam,9.91,43.3,2.81,19.91,12.6,9.16,0.47,8.78,19.68,1.37,3.44,0.73,50.0
Jaipur,66.31,82.09,10.16,17.37,27.5,14.28,0.73,9.51,32.42,1.18,6.78,0.82,142.0
Lucknow,51.37,97.965,9.26,22.37,19.31,14.08,1.28,5.73,22.49,1.29,24.28,0.82,95.0
Bengaluru,10.02,70.46,4.91,19.3,13.76,33.5,3.38,2.26,9.49,9.531917808219179,3.87,0.82,110.0
Patna,100.96,158.08,14.25,14.27,28.49,49.8,2.09,0.97,12.37,0.25,1.83,0.63,154.0
Visakhapatnam,27.38,50.55,22.79,39.75,39.68,5.41,0.75,15.04,3.57,4.77,11.66,3.55,71.0
Lucknow,378.39,97.965,45.74,51.14,63.79,42.02,2.05,8.94,50.44,1.16,1.11,0.82,503.0
Mumbai,68.39,120.46,18.8,29.65,47.02,23.91,0.84,6.73,28.54,5.24,1.44,0.45,178.0
Lucknow,275.53,97.965,71.72,49.56,81.59,37.18,1.83,9.71,26.45,4.4,24.62,0.82,426.0
Lucknow,43.45,97.965,3.42,12.21,9.22,38.71,0.92,6.66,30.0,23.28,3.18,0.82,94.0
Bengaluru,17.26,42.66,6.0,13.18,13.25,32.42,0.42,1.77,35.36266666666667,0.6866666666666666,0.31,0.82,56.0
Patna,246.42,158.08,51.17,28.44,79.62,49.8,2.91,6.58,10.95,0.29,0.86,0.46,390.0
Gurugram,76.64727272727272,395.4,10.36,14.766666666666667,11.083333333333334,39.69,1.45,9.0,23.25333333333333,0.86,8.63,10.64,288.07142857142856
Mumbai,25.5,58.53,123.26,8.94,35.31756989247312,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Visakhapatnam,45.66,119.24,12.63,38.39,30.68,11.53,1.14,14.41,25.39,4.64,10.96,2.32,122.0
Gurugram,210.54,330.45,16.44,46.43,42.75,39.69,1.18,8.95,32.4,2.0,6.01,10.64,340.0
Amritsar,39.66,110.23,12.71,10.55,20.67,19.73,0.72,12.92,25.16,5.22,2.06,9.38,94.0
Ahmedabad,65.54,141.54,13.95,36.07,27.95,16.645,13.95,87.14,24.6,11.0,31.53,0.65,415.0
Other Cities,94.54,248.18,14.49,5.92,17.43,6.42,3.33,22.56,7.05,0.0,0.25,0.13,307.0
Bengaluru,14.8,36.43,4.83,20.19,21.5,12.11,0.67,4.46,37.89,0.8,2.26,0.82,66.0
Jaipur,56.88,153.33,15.45,38.21,48.72,12.85,0.91,11.27,74.15,1.24,4.96,0.82,156.0
Mumbai,24.32,93.09,14.02,15.9,31.4,7.21,1.31,23.83,53.32,0.38,1.44,0.45,81.0
Chennai,60.21,48.55,2.39,11.17,8.85,70.49446601941747,0.09,7.76,32.11,0.11,3.74,0.82,93.0
Hyderabad,44.33,127.37,3.35,30.78,19.0,11.35,0.66,5.89,42.0,1.62,12.26,1.63,111.0
Lucknow,742.67,97.965,6.27,35.7,4.46,8.91,17.62,170.04,29.49,2.67,3.88,0.82,607.0
Bengaluru,17.3,57.03,9.03,18.74,23.82,12.29,0.83,4.84,16.68,0.49,1.87,0.82,68.0
Bengaluru,20.0,55.87,12.84,28.4,33.72,20.06,0.83,7.55,13.43,0.61,3.7,0.82,65.0
Ahmedabad,28.8,123.11333333333334,32.52,50.61,61.74,16.645,32.52,53.38,34.57,2.88,24.5,3.39,709.0
Other Cities,14.15,140.16,20.05,83.69,82.71,23.26,0.54,10.35,13.17,3.4,7.99,0.10222222222222223,145.0
Other Cities,183.64,336.02,117.42,95.84,189.74,24.83,1.84,17.89,25.36,6.33,10.23,0.1,356.0
Bengaluru,29.5,78.34,3.71,20.83,0.0,27.27,0.44,2.0,69.06,1.78,1.55,0.82,94.0
Patna,199.17,158.08,89.92,41.0,130.92,49.8,3.07,10.51,28.75,0.25,0.96,0.82,405.0
Patna,36.68,46.92,49.37,37.39,66.39,19.31,1.04,9.85,10.97,1.98,6.75,1.19,120.0
Gurugram,140.45,395.4,9.49,19.6,0.0,39.69,2.29,8.71,25.82,1.01,1.7,10.64,305.0
Thiruvananthapuram,16.07,30.33,2.9,4.4,4.19,2.98,0.84,5.69,8.91,1.01,2.76,0.82,60.0
Hyderabad,72.18,133.53,9.92,36.5,4.69,18.24,0.15,11.19,67.21,0.34,2.38,0.07,154.0
Other Cities,30.75,52.03,128.53,1.09,99.34,1.99,0.82,23.0,1.35,0.02,0.0,0.51,132.0
Gurugram,120.1,174.4735652173913,9.66,26.08,23.49,39.69,0.66,6.97,15.7,0.21,4.6939543726235735,10.64,307.0
Other Cities,37.34,84.86,6.64,17.18,14.42,29.55,0.61,8.07,15.63,5.3,0.2,0.91,88.0
Gurugram,54.44,185.50521739130437,10.68,24.04,19.01,39.69,0.54,6.08,18.51,1.36,4.652205323193916,10.64,139.0
Jaipur,73.33,248.63,8.37,22.09,24.34,28.49,0.7,10.04,39.2,0.49,2.56,0.82,169.0
Gurugram,44.43,395.4,2.8,7.05,4.97,39.69,0.43,1.88,45.28,0.86,8.63,10.64,79.0
Other Cities,66.41,148.03,7.22,19.7,26.9,8.06,3.38,13.28,13.64,0.0,2.23,0.1229032258064516,119.0
Hyderabad,21.12,54.39,5.11,24.27,16.33,12.94,0.6,4.03,32.53,0.74,4.26,0.05,59.0
Thiruvananthapuram,17.48,36.89,2.81,12.2,8.77,1.72,0.84,7.0,30.21,1.01,2.76,0.82,53.0
Bengaluru,56.14,60.26,10.11,61.7,37.69,80.1,0.9,3.55,43.96565217391304,0.0,1.22,0.82,91.0
Gurugram,152.24,395.4,4.91,24.87,18.23,39.69,1.9,7.022307692307692,45.13,0.54,1.21,10.64,332.0
Chennai,36.3,48.55,9.39,12.98,16.24,22.45,1.2,10.55,32.23,16.19,0.37333333333333335,0.82,82.0
Ahmedabad,115.36720588235295,141.54,95.21563380281691,20.888732394366198,34.31191176470588,16.645,95.21563380281691,64.32957746478873,25.586764705882352,0.0,0.0,0.0,222.11436950146626
Other Cities,37.47,50.51,8.89,12.82,18.6,46.53,1.21,12.9,7.78,12.44,10.55,0.1,94.0
Chennai,42.31,48.55,7.9,15.52,13.97,97.73514563106797,0.19,8.66,17.92,0.14,0.04,0.82,74.0
Delhi,75.02,143.48,24.51,67.37,74.28,34.17,1.08,14.63,88.62,1.9,5.99,0.0,192.0
Ahmedabad,37.68,141.54,6.39,9.49,15.88,16.645,6.39,16.15,13.7,2.5,6.9,0.92,216.0
Delhi,96.6,303.71,29.62,48.72,53.28,37.35,1.32,23.23,50.84,4.68,31.87,1.13,269.0
Delhi,58.25,130.99,10.78,24.79,24.17,29.39,0.86,17.34,46.94,2.03,13.9,0.01,122.0
Hyderabad,47.03,93.0,6.2,22.94,29.14,24.94,0.39,3.97,29.57,0.59,4.46,1.34,120.0
Gurugram,87.87,395.4,5.37,11.66,20.171656441717793,39.69,0.54,11.88,47.62,0.03,3.32,10.64,252.0
Jorapokhar,217.13,273.86,9.54,10.26,23.85,6.99,0.26,54.32,17.2,1.01,2.76,0.82,294.0
Other Cities,102.79,200.55,88.75,70.22,149.82,27.56,1.14,13.87,38.81,33.93,46.14,4.94,229.0
Ahmedabad,33.47,134.83,3.6,29.05,13.84,16.645,0.54,2.42,54.8,3.57,26.59,1.91,143.0
Delhi,132.63,237.81,42.02,57.15,70.95,38.77,1.38,19.61,40.01,3.77,23.71,0.82,254.0
Other Cities,21.1,9.35,0.53,1.7,0.73,1.76,0.38,3.98,18.38,0.51,0.85,0.16,146.0
Other Cities,71.31,155.98,11.55,25.88,23.25,14.58,1.29,11.32,34.32,0.06,0.08,0.14,149.0
Mumbai,25.5,58.53,123.26,8.94,113.80247311827958,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Delhi,164.51,367.17,68.9,88.17,99.44,37.79,1.42,21.68,109.22,1.62,5.17,0.0,454.0
Jorapokhar,60.83,126.33,8.97,9.38,23.85,6.3,1.0956521739130434,4.1,58.23,1.01,2.76,0.82,111.0
Delhi,39.3,78.77,11.79,33.68,42.56,32.81,1.2,9.36,63.17,2.26,12.08,0.0,120.0
Amritsar,28.43,47.3,9.81,9.41,18.61,7.55,0.0,3.1,29.37,2.58,1.77,5.09,49.0
Chennai,42.72,48.55,5.49,12.05,17.55,64.64,0.93,17.98,37.96,0.03,0.88,0.82,99.0
Chennai,30.89,48.55,5.26,12.88,16.78,148.89,1.48,3.37,70.3,7.101333333333334,44.494,0.82,133.0
Visakhapatnam,46.59,84.0,3.45,26.75,17.03,14.5,0.96,7.26,66.3,3.37,6.68,1.25,76.0
Delhi,57.64,269.42,32.6,31.96,68.02,22.02,0.91,9.05,56.8,2.03,6.07,0.0,262.0
Hyderabad,50.87,93.0,15.01,20.91,35.91,24.94,0.99,13.35,38.52,0.35,3.95,0.59,135.2
Bengaluru,63.63,108.49,12.78,53.48,53.27,30.88,0.94,5.88,56.23,0.28,0.71,0.82,120.0
Amritsar,52.15,168.17,4.99,14.12,33.6,51.42,0.25,3.01,20.02,2.07,2.7,6.65,329.2631578947369
Thiruvananthapuram,17.04,37.16,2.97,22.39,14.09,2.32,1.08,5.86,24.34,1.01,2.76,0.82,78.0
Mumbai,25.5,58.53,123.26,8.94,129.07,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Lucknow,45.11,97.965,16.78,26.67,14.371238095238095,8.91,1.25,3.35,12.65,0.5,1.53,0.82,80.0
Jorapokhar,117.17,292.12,24.13,11.44,23.85,8.88,2.1273015873015875,41.98,126.98,1.01,2.76,0.82,256.0
Hyderabad,9.76,24.64,6.79,10.86,5.52,3.22,0.05,5.12,41.74,0.07,0.57,0.05,57.0
Mumbai,36.32,109.1,48.67,36.88,86.04,7.21,1.87,18.0,32.52,1.04,1.44,0.45,110.0
Delhi,55.92,163.77,9.67,31.36,25.81,25.55,1.09,18.99,62.56,1.72,15.2,2.43,149.0
Mumbai,59.98,126.87,16.13,38.98,54.9,15.59,0.85,8.96,39.85,2.53,1.44,0.45,122.0
Visakhapatnam,51.25,133.9,10.83,44.58,32.46,9.56,0.81,5.7,71.32,3.91,7.3,2.13,138.0
Chennai,70.61,48.55,4.7,20.14,17.67,54.4,2.19,13.9,30.78,1.02,0.23,0.82,193.0
Jaipur,47.86,155.74,8.07,26.94,30.48,16.3,0.49,7.75,85.36,0.77,17.94,0.82,172.0
